text,text_id,targets,spans,target_sentiments,categories,category_sentiments
"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",498657:2,['dim sum'],"[[16, 23]]",,,
Steamed fresh so brought hot hot hot to your table.,498657:3,[],[],,,
"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",498657:4,"['wait', 'atmosphere']","[[4, 8], [106, 116]]",,,
"A few tips: skip the turnip cake, roast pork buns and egg custards.",498657:5,"['turnip cake', 'roast pork buns', 'egg custards']","[[21, 32], [34, 49], [54, 66]]",,,
These are overpriced and you can get better just around the corner:,498657:6,[],[],,,
(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,498657:7,,,,,
(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,498657:8,,,,,
After passing by this restaurant for sometime I finally decided to go in and have dinner.,503807:0,,,,,
I was pleasantly suprised.,503807:1,[],[],,,
The food was exceptional.,503807:2,['food'],"[[4, 8]]",,,
"The menu consisted of standard brassiere food, better then places like Balthazar etc.",503807:3,,,,,
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",503807:4,['braised lamb shank in red wine'],"[[44, 74]]",,,
The service was friendly and the atmosphere was casual.,503807:5,"['service', 'atmosphere']","[[4, 11], [33, 43]]",,,
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,503807:6,"['restaurant', 'meal']","[[4, 14], [111, 115]]",,,
this little place has a cute interior decor and affordable city prices.,505535:0,"['place', 'interior decor']","[[12, 17], [29, 43]]",,,
"the pad se ew chicken was delicious, however the pad thai was far too oily.",505535:1,"['pad se ew chicken', 'pad thai']","[[4, 21], [49, 57]]",,,
i would just ask for no oil next time.,505535:2,,,,,
"Have eaten at Ginger House several times, and it's always good.",507755:0,['Ginger House'],"[[14, 26]]",,,
The fried dumplings are GREAT!,507755:1,['fried dumplings'],"[[4, 19]]",,,
Finally a reliable Chinese restaurant!,507755:2,['Chinese restaurant'],"[[19, 37]]",,,
This place would be so much better served by being run by a group that actually understands customer service.,507844:0,['customer service'],"[[92, 108]]",,,
"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",507844:1,[],[],,,
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",507844:2,[],[],,,
"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",507844:3,[],[],,,
"Terrible, terrible management - deserves to be shut-down.",507844:4,['management'],"[[19, 29]]",,,
Never fails to please.,507937:0,[],[],,,
"delicious bagels, especially when right out of the oven.",507937:1,['bagels'],"[[10, 16]]",,,
Spreads and toppings are great - though a bit pricey.,507937:2,"['Spreads', 'toppings']","[[0, 7], [12, 20]]",,,
Service is fast and friendly.,507937:3,['Service'],"[[0, 7]]",,,
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",507937:4,[],[],,,
But that is highly forgivable.,507937:5,[],[],,,
"Been there, done that, and New York, it's not that big a deal.",509227:0,[],[],,,
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",509227:1,"['food', 'ambience']","[[4, 8], [36, 44]]",,,
"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",509227:2,[],[],,,
"Rao is a good restaurant, but it's nothing special.",509227:3,['Rao'],"[[0, 3]]",,,
I've eaten at many different Indian restaurants.,511290:0,,,,,
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",511290:1,['indian cuisine'],"[[63, 77]]",,,
You must try the shrimp appetizers.,511290:2,['shrimp appetizers'],"[[17, 34]]",,,
Even my Indian friend couldn't believe how good and tasty everything was.,511290:3,[],[],,,
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,511290:4,"['ambience', 'staff']","[[31, 39], [57, 62]]",,,
"Great food, great prices, great service.",512294:0,"['food', 'service']","[[6, 10], [32, 39]]",,,
"If you are looking for a good quality, cheap eats - this is the place.",512294:1,['eats'],"[[45, 49]]",,,
it's a perfect place to have a amanzing indian food.,512925:0,['indian food'],"[[40, 51]]",,,
I really loved the different and inovated touch that's the cheff gives to the food.,512925:1,['cheff'],"[[59, 64]]",,,
"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",512925:2,"['place', 'service']","[[66, 71], [77, 84]]",,,
"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",513395:0,,,,,
"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",513395:1,['bagels'],"[[6, 12]]",,,
"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",513395:2,,,,,
Also a little more expensive than your average bagel place.,513395:3,,,,,
Great bagels made the old-fashioned way.,513521:0,['bagels'],"[[6, 12]]",,,
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,513521:1,,,,,
Drawbacks: service is slow and they don't toast!,513521:2,['service'],"[[11, 18]]",,,
The food was absolutely amazing!!,519425:0,['food'],"[[4, 8]]",,,
The baked clams octopus we shared as appetizers were the best we've ever had!! ,519425:1,['baked clams octopus'],"[[4, 23]]",,,
"The lamb was tender so full of flavor, the dessert was divine!!",519425:2,"['lamb', 'dessert']","[[4, 8], [43, 50]]",,,
The waiter was attentive.,519425:3,['waiter'],"[[4, 10]]",,,
The place itself is beautiful the bar scene seems to be happening.,519425:4,"['place', 'bar scene']","[[4, 9], [34, 43]]",,,
"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",521916:0,"['Appetizers', 'waiter', 'potato stuff kanish']","[[34, 44], [54, 60], [94, 113]]",,,
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",521916:1,"['servings for main entree', 'salmon', 'chicken']","[[6, 30], [38, 44], [78, 85]]",,,
Dessert is a joke...dont bother,521916:2,['Dessert'],"[[0, 7]]",,,
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",527109:0,['service'],"[[112, 119]]",,,
"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",527109:1,"['feel', 'portions', 'veal']","[[28, 32], [63, 71], [96, 100]]",,,
"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",527109:2,"['anti-pasta', 'calamari', 'pasta mains']","[[4, 14], [45, 53], [75, 86]]",,,
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,527109:3,"['wine list', 'meal']","[[4, 13], [81, 85]]",,,
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",527109:4,['measures of liquers'],"[[69, 88]]",,,
Fantastic place.,528251:0,['place'],"[[10, 15]]",,,
Cute and decorative.,528251:1,[],[],,,
A pleasant surprise.,528251:2,[],[],,,
Go there to relax and feel like your somewhere else.,528251:3,[],[],,,
Lucky Strike is a great casual place to just grab a bite to eat.,530517:0,['Lucky Strike'],"[[0, 12]]",,,
"Yeah the crowd can take it a bit seriously, but it shouldn't.",530517:1,,,,,
"Great food, great decor, great service.",530517:2,"['food', 'decor', 'service']","[[6, 10], [18, 23], [31, 38]]",,,
I recommend it!,530517:3,[],[],,,
Just ignore the trendy wannabes.,530517:4,,,,,
"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",535086:0,['spot'],"[[20, 24]]",,,
(Always ask the bartender for the SEASONAL beer!!!,535086:1,['SEASONAL beer'],"[[34, 47]]",,,
Guaranteed to be a tasty experience!),535086:2,[],[],,,
Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,535086:3,['spot'],"[[10, 14]]",,,
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,535086:4,['Heartland Brewery'],"[[42, 59]]",,,
All the people that I bring there go back on their own and bring THEIR friends!,535086:5,[],[],,,
Go there once and oh yes...you will go back...you will...,535086:6,[],[],,,
What a great place!,535171:0,['place'],"[[13, 18]]",,,
Not the typical NYC gimmick theme restaurant.,535171:1,['restaurant'],"[[34, 44]]",,,
"A cool bar with great food, and tons of excellent beer.",535171:2,"['bar', 'food', 'beer']","[[7, 10], [22, 26], [50, 54]]",,,
And even with it's Pub atmosphere they were great to my kids too!,535171:3,[],[],,,
Loved it!,535171:4,[],[],,,
"Out of the hundreds of Italian restaurants in Queens, this is among the best.",535248:0,,,,,
The shrimp scampi was excellent and the antipasti were plentiful.,535248:1,"['shrimp scampi', 'antipasti']","[[4, 17], [40, 49]]",,,
It is expensive but well worth the money.,535248:2,[],[],,,
"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",535248:3,['Corona'],"[[103, 109]]",,,
The only thing more wonderful than the food (which is exceptional) is the service.,536919:0,"['food', 'service']","[[39, 43], [74, 81]]",,,
The only thing the waiters don't do for you is wipe your chin when you leave.,536919:1,['waiters'],"[[19, 26]]",,,
Wonderful at holiday time.,536919:2,[],[],,,
Cozy romantic atomosphere with only around 15 tables at most.,541532:0,['atomosphere'],"[[14, 25]]",,,
Service was very prompt but slightly rushed.,541532:1,['Service'],"[[0, 7]]",,,
"Food was very good, but not what I would consider out of this world.",541532:2,['Food'],"[[0, 4]]",,,
Go here for a romantic dinner but not for an all out wow dining experience.,541532:3,[],[],,,
My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,553097:0,[],[],,,
Too bad the food wasn't of the same heritage.,553097:1,['food'],"[[12, 16]]",,,
"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",553097:2,"['porcini mushroom pasta special', 'seafood tagliatelle']","[[4, 34], [61, 80]]",,,
A real dissapointment.,553097:3,[],[],,,
But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,553097:4,['tiramisu'],"[[41, 49]]",,,
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,553097:5,[],[],,,
Priced at upper intermediate range.,553097:6,[],[],,,
I really liked this place.,555734:0,['place'],"[[20, 25]]",,,
"Everything I had was good, and I'm a eater.",555734:1,[],[],,,
It was pretty inexpensive too.,555734:2,[],[],,,
This place has the best Chinese style BBQ ribs in the city.,558423:0,['BBQ ribs'],"[[38, 46]]",,,
I also recommend the rice dishes or the different varieties of congee (rice porridge).,558423:1,"['rice dishes', 'congee (rice porridge)']","[[21, 32], [63, 85]]",,,
It's great to go for a quick lunch either alone or with a friend.,558423:2,[],[],,,
It's definately not a place to go if you want to impress someone.,558423:3,['place'],"[[22, 27]]",,,
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",558423:4,"['food', 'decor']","[[27, 31], [68, 73]]",,,
Quick and friendly service.,558423:5,['service'],"[[19, 26]]",,,
This is one of the best comfort food places in the city.,558423:6,[],[],,,
It's somewhere you can eat and be happy.,558423:7,[],[],,,
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",561054:0,,,,,
"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",561054:1,"['main dining room', 'ceiling']","[[29, 45], [90, 97]]",,,
"The food is wonderful, tasty and filling, and the service is professional and friendly.",561054:2,"['food', 'service']","[[4, 8], [50, 57]]",,,
"I can't wait for summer, when they serve outside on their gigantic patio.",561054:3,['patio'],"[[67, 72]]",,,
Ahhh...,561054:4,,,,,
I recently tried Suan and I thought that it was great.,565344:0,['Suan'],"[[17, 21]]",,,
This little place definitely exceeded my expectations and you sure get a lot of food for your money.,565344:1,"['place', 'food']","[[12, 17], [80, 84]]",,,
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,565344:2,"['service', 'food', 'hot sauce']","[[4, 11], [42, 46], [84, 93]]",,,
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,565344:3,[],[],,,
They all know you.,571962:0,[],[],,,
Good food.,571962:1,['food'],"[[5, 9]]",,,
Good drink.,571962:2,['drink'],"[[5, 10]]",,,
How do you rate home?,571962:3,[],[],,,
I have never had cheescake like this.,578016:0,['cheescake'],"[[17, 26]]",,,
I thought I had died and gone to heaven.,578016:1,[],[],,,
"Great spot, whether looking for a couple of drinks or quiet dinner.",584025:0,['spot'],"[[6, 10]]",,,
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,584025:1,['outdoor seating'],"[[45, 60]]",,,
The food is great and they have a good selecion of wines at reasonable prices.,584025:2,"['food', 'selecion of wines']","[[4, 8], [39, 56]]",,,
Have been several times and it never dissapoints.,584025:3,[],[],,,
"After hearing a lot of great things about the restaurant, and passing by it on a daily basis, we decided to try.",608500:0,,,,,
We were less than impressed.,608500:1,[],[],,,
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",608500:2,"['ambiance', 'atmosphere', 'food', 'service']","[[10, 18], [23, 33], [50, 54], [59, 66]]",,,
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",608500:3,['chicken casserole'],"[[15, 32]]",,,
Probably would not go again...,608500:4,[],[],,,
"i've been to sapphire twice and both times the food was fine, if not good.",610611:0,['food'],"[[47, 51]]",,,
"stick with the chicken, beef, and lamb dishes.",610611:1,"['chicken', 'beef', 'lamb dishes']","[[15, 22], [24, 28], [34, 45]]",,,
i don't usually order wine with indian so i can't comment on their wine list or their wines.,610611:2,,,,,
instead ordered an ice cold beer which to me works with indian.,610611:3,,,,,
"service is friendly, and never had a problem walking in and getting a table.",610611:4,['service'],"[[0, 7]]",,,
i would recommend reservations on weekends though.,610611:5,,,,,
skip dessert.,610611:6,['dessert'],"[[5, 12]]",,,
Best Reuben sandwich ever!,611117:0,['Reuben sandwich'],"[[5, 20]]",,,
A classic!,611117:1,[],[],,,
Don't miss Bloom's on your next trip to Manhatten.,611117:2,"[""Bloom's""]","[[11, 18]]",,,
"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",611117:3,['place'],"[[85, 90]]",,,
Thanks Bloom's for a lovely trip.,611117:4,"[""Bloom's""]","[[7, 14]]",,,
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",615180:0,,,,,
"The food was not fresh, the sauces were bland and very oily.",615180:1,"['food', 'sauces']","[[4, 8], [28, 34]]",,,
It just wasn't Thai.,615180:2,[],[],,,
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,620892:0,,,,,
Was surprisingly disappointed.,620892:1,[],[],,,
Pizza was a little soggy.,620892:2,['Pizza'],"[[0, 5]]",,,
Ravioli was good...but I have to say that I found everything a bit overpriced.,620892:3,['Ravioli'],"[[0, 7]]",,,
Not enough wines by the glass either.,620892:4,['wines by the glass'],"[[11, 29]]",,,
"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",620892:5,"['Service', 'setting/atmosphere']","[[0, 7], [50, 68]]",,,
"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",620892:6,['Food'],"[[0, 4]]",,,
This place is a great bargain.,624715:0,['place'],"[[5, 10]]",,,
Authentic Pakistani food.,624715:1,['Pakistani food'],"[[10, 24]]",,,
People are always friendly.,624715:2,['People'],"[[0, 6]]",,,
Don't waste money on decor.,624715:3,['decor'],"[[21, 26]]",,,
"Just straight up cheap, good food.",624715:4,['food'],"[[29, 33]]",,,
Faan is sooo good.,626269:0,['Faan'],"[[0, 4]]",,,
The best pad thai i've ever had.,626269:1,['pad thai'],"[[9, 17]]",,,
The design and atmosphere is just as good.,626269:2,"['design', 'atmosphere']","[[4, 10], [15, 25]]",,,
bottles of wine are cheap and good.,626269:3,['bottles of wine'],"[[0, 15]]",,,
What more could you want?,626269:4,[],[],,,
The food was actually aweful.,630914:0,['food'],"[[4, 8]]",,,
I'm not picky - but it was actually gross.,630914:1,[],[],,,
"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",630914:2,"['mussles', 'seabass', 'goat cheese salad', 'penne w/ chicken']","[[4, 11], [59, 66], [82, 99], [133, 149]]",,,
"Nice atmosphere, the service was very pleasant and the desert was good.",630914:3,"['atmosphere', 'service', 'desert']","[[5, 15], [21, 28], [55, 61]]",,,
Wouldn't recomend it for dinner!,630914:4,[],[],,,
This is the perfect date spot for Williamsburg couples.,632121:0,[],[],,,
The jukebox plays everything from Italian Opera to The Strokes.,632121:1,['jukebox'],"[[4, 11]]",,,
"The food is amazing, rich pastas and fresh doughy pizza.",632121:2,"['food', 'pastas', 'pizza']","[[4, 8], [26, 32], [50, 55]]",,,
"Best of all is the warm vibe, the owner is super friendly and service is fast.",632121:3,"['vibe', 'owner', 'service']","[[24, 28], [34, 39], [62, 69]]",,,
"If only they delivered, they'd make a mint!",632121:4,[],[],,,
go here for the drinks!,657129:0,['drinks'],"[[16, 22]]",,,
esp. during happy hour!,657129:1,,,,,
enough said!,657129:2,,,,,
the drinks are amazing and half off till 8pm.,657129:3,['drinks'],"[[4, 10]]",,,
"Ask for Usha, the nicest bartender in manhattan.",657129:4,['Usha'],"[[8, 12]]",,,
My fav was the sassy lassi...,657129:5,['sassy lassi'],"[[15, 26]]",,,
This is an amazing place to try some roti rolls.,680345:0,['roti rolls'],"[[37, 47]]",,,
I really recommend the very simple Unda (Egg) rolls.,680345:1,['Unda (Egg) rolls'],"[[35, 51]]",,,
"Delicate spices, onions, eggs and a kick-ass roti.",680345:2,"['spices', 'onions', 'eggs', 'roti']","[[9, 15], [17, 23], [25, 29], [45, 49]]",,,
Amazing!,680345:3,[],[],,,
"Toons has recently been redone, so it's now a very attractive space.",680390:0,['Toons'],"[[0, 5]]",,,
The food's as good as ever.,680390:1,['food'],"[[4, 8]]",,,
"In an area sadly lacking in decent Thai food, this is one of the best spots.",680390:2,['Thai food'],"[[35, 44]]",,,
"Went here last night - nice decor, good service, but the food was surprisingly excellent.",682250:0,"['decor', 'service', 'food']","[[28, 33], [40, 47], [57, 61]]",,,
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",682250:1,['portions'],"[[4, 12]]",,,
"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",682250:2,,,,,
Can't wait to go back.,682250:3,[],[],,,
Best drumsticks over rice and sour spicy soup in town!,682391:0,"['drumsticks over rice', 'sour spicy soup']","[[5, 25], [30, 45]]",,,
Beef noodle soup is good as well.,682391:1,['Beef noodle soup'],"[[0, 16]]",,,
The service is good and the resturant is clean.,682391:2,"['service', 'resturant']","[[4, 11], [28, 37]]",,,
Best Taiwanese food in NY!,682391:3,['Taiwanese food'],"[[5, 19]]",,,
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,707917:0,"[""Rao's""]","[[15, 20]]",,,
"For those that go once and don't enjoy it, all I can say is that they just don't get it.",707917:1,[],[],,,
Rao's has the best service and atmosphere in NYC.,707917:2,"['service', 'atmosphere']","[[19, 26], [31, 41]]",,,
Good luck getting a table.,707917:3,[],[],,,
My roommate and I LOVE this place.,709294:0,['place'],"[[28, 33]]",,,
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",709294:1,['outdoor seating'],"[[72, 87]]",,,
Indoor was very cozy and cute.,709294:2,['Indoor'],"[[0, 6]]",,,
"The portion sizes here are huge, and the sushi is good.",709294:3,"['portion', 'sushi']","[[4, 11], [41, 46]]",,,
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",709294:4,,,,,
Staff is very accomodating.,709294:5,['Staff'],"[[0, 5]]",,,
"Excellent dumplings served amid clean, chic decor.",713152:0,"['dumplings', 'decor']","[[10, 19], [44, 49]]",,,
"I got the $10 10-piece dim sum combo, every bite of which was great.",713152:1,['$10 10-piece dim sum combo'],"[[10, 36]]",,,
But $1 for each small piece???,713152:2,[],[],,,
Not worth it.,713152:3,[],[],,,
I won't go back unless someone else is footing the bill.,713152:4,[],[],,,
I came here with my boyfriend for our anniversary because it was highly recommended to him by a friend.,717570:0,,,,,
The decor is very simple but comfortable.,717570:1,['decor'],"[[4, 9]]",,,
The food was delicious but do not come here on a empty stomach.,717570:2,['food'],"[[4, 8]]",,,
The portions are small but being that the food was so good makes up for that.,717570:3,"['portions', 'food']","[[4, 12], [42, 46]]",,,
You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,717570:4,"['crabmeat lasagna', 'chocolate bread pudding']","[[18, 34], [70, 93]]",,,
The staff there is very attentive and down to earth.,717570:5,['staff'],"[[4, 9]]",,,
I loved it and would go again.,717570:6,[],[],,,
Great Indian food and the service is incredible.,720418:0,"['Indian food', 'service']","[[6, 17], [26, 33]]",,,
The owner truly caters to all your needs.,720418:1,['owner'],"[[4, 9]]",,,
"When family came in he gave them apps to test their palets, and then ordered for them.",720418:2,[],[],,,
Everyone was more then happy with his choices.,720418:3,[],[],,,
Great food and the prices are very reasonable.,720418:4,['food'],"[[6, 10]]",,,
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",720620:0,,,,,
The food here does a great service to the name (Cantonese that is...).,720620:1,['food'],"[[4, 8]]",,,
I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,720620:2,['egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork'],"[[24, 104]]",,,
This dish is my favorite and I always get it when I go there and never get tired of it.,720620:3,['dish'],"[[5, 9]]",,,
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",720620:4,"['congee', 'Ow Ley Soh']","[[8, 14], [61, 71]]",,,
Simply some good tasting Chinese food at incredible prices...,720620:5,['Chinese food'],"[[25, 37]]",,,
Service is not what you are coming here for...,720620:6,['Service'],"[[0, 7]]",,,
Just make sure my ice water is kept full and my tea kettle filled with piping hot tea and that's all the service I need...,720620:7,,,,,
Big Wong is a great place to eat and fill your stomach.,720620:8,['Big Wong'],"[[0, 8]]",,,
this place... we stumbled upon it on labor day weekend.,735448:0,,,,,
"whoever the jazz duo was, they were on POINT.",735448:1,['jazz duo'],"[[12, 20]]",,,
"good music, great food, speedy service affordable prices.",735448:2,"['music', 'food', 'service']","[[5, 10], [18, 22], [31, 38]]",,,
even the wine by the glass was good.,735448:3,['wine by the glass'],"[[9, 26]]",,,
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",735448:4,[],[],,,
Consistently good Japanese Tapas.,737999:0,['Japanese Tapas'],"[[18, 32]]",,,
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",737999:1,,,,,
Always good drinks and service is pretty good;,737999:2,"['drinks', 'service']","[[12, 18], [23, 30]]",,,
Atmosphere is nice and relaxed too...,737999:3,['Atmosphere'],"[[0, 10]]",,,
A great place to meet up for some food and drinks...  ,737999:4,['place'],"[[8, 13]]",,,
Yakitori (bbq meats) is tasty too.,737999:5,['Yakitori (bbq meats)'],"[[0, 20]]",,,
"It's also attached to Angel's Share, which is a cool, more romantic bar...",737999:6,,,,,
Just moved to the neighborhood and we've been trying all the West Village Sushi restaurants.,740923:0,,,,,
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",740923:1,"['fish', 'staff', 'sushi chef']","[[41, 45], [58, 63], [70, 80]]",,,
Price and quality of fish alone will keep us from making a return visit.,740923:2,['fish'],"[[21, 25]]",,,
Wasn't going to share but I feel obligated...while sitting at the sushi bar dining we watched the chef accidentally drop a piece of Unagi on the floor and upon retrieving it from the floor proceed to use the piece in the delivery order he was preparing.,740923:3,['chef'],"[[98, 102]]",,,
No thanks!!!,740923:4,[],[],,,
"This place, which is only a few months old, is perhaps Queens' biggest secret!",744478:0,['place'],"[[5, 10]]",,,
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",744478:1,"['decor', 'food', 'staff', 'Rice Avenue']","[[9, 14], [93, 97], [134, 139], [212, 223]]",,,
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,746254:0,['waiter'],"[[31, 37]]",,,
We were then shooed inside.,746254:1,[],[],,,
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",746254:2,['waiter'],"[[87, 93]]",,,
"We left, never to return.",746254:3,[],[],,,
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",746254:4,"['food', 'wait-staff', 'service', 'management']","[[66, 70], [90, 100], [160, 167], [173, 183]]",,,
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,751493:0,"['service', 'food']","[[91, 98], [117, 121]]",,,
If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,751493:1,,,,,
"Great bagels, spreads and a good place to hang out in.",751493:2,,,,,
You fellas above says its the best Taiwanese restaurant in town.,754495:0,,,,,
However it is the ONLY Taiwanese restaurant in town.,754495:1,,,,,
The food is okay and the prices here are mediocre.,754495:2,['food'],"[[4, 8]]",,,
You can't say its cheap because food is cheaper in Chinatown.,754495:3,,,,,
"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",754495:4,,,,,
Baluchi's has solid food and a nice decor at reasonable prices.,757762:0,"[""Baluchi's"", 'food', 'decor']","[[0, 9], [20, 24], [36, 41]]",,,
The only problem is that the manager is a complete incompetent.,757762:1,['manager'],"[[29, 36]]",,,
He offers subpar service and has no personality.,757762:2,['service'],"[[17, 24]]",,,
"In fact, it appears he is going to go postal at any moment.",757762:3,[],[],,,
Skip this location and go to the one in Soho.,757762:4,,,,,
There is no excuse for such lousy service!,757762:5,['service'],"[[34, 41]]",,,
I have never before eaten 40 pieces of relatively good nigiri.,758263:0,['nigiri'],"[[55, 61]]",,,
Stuffing yourself with Japanese food is a rare thing.,758263:1,,,,,
You can do it here.,758263:2,[],[],,,
$20 for all you can eat sushi cannot be beaten.,758263:3,['all you can eat sushi'],"[[8, 29]]",,,
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",759781:0,['Areo'],"[[10, 14]]",,,
"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",759781:1,,,,,
"Most of the servers are very attentive, friendly and quite attractive.",759781:2,['servers'],"[[12, 19]]",,,
"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",759781:3,,,,,
"The vibe is very relaxed and cozy, service was great and the food was excellent!",759781:4,"['vibe', 'service', 'food']","[[4, 8], [35, 42], [61, 65]]",,,
Me and my girls will definitely go back.,759781:5,[],[],,,
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,773720:0,"['Food', 'view of the new york city skiline']","[[0, 4], [22, 55]]",,,
I would highly recommand requesting a table by the window.,773720:1,[],[],,,
Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,773720:2,"['service', 'place']","[[77, 84], [123, 128]]",,,
"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",872763:0,,,,,
The food is great.,872763:1,['food'],"[[4, 8]]",,,
Personal pans are the perfect size for those hungry nights.,872763:2,['Personal pans'],"[[0, 13]]",,,
I heartily recommend.,872763:3,[],[],,,
There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,872763:4,['delivery guys'],"[[49, 62]]",,,
Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,872763:5,['delivery guys'],"[[31, 44]]",,,
"Hey, I think $2+ for a 5 block walk ain't bad.",872763:6,,,,,
